ISBN,book_title,genre
0425148297,Naked in Death,"Dallas, Eve|Dallas, Eve (Fictitious character)|Dallas, Eve (Fictitious character)--Fiction|Policewomen|Policewomen--New York (State)--New York--Fiction|Women detectives|Women detectives--Fiction|Billionaires|Billionaires--Fiction"
091230135X,Newcomer's Handbook for Seattle (Newcomer's Handbooks),Seattle - Travel|Washington  - Travel
0312866143,"On Blue's Waters (Book of the Short Sun, Vol. 1)",
0743418905,A Fractured Truth : A Novel,Women murderers|Women murderers--Fiction
044900273X,Island of the Swans,Fiction|Romance
0394726677,The optimist's daughter,Fiction|General
1577482549,I Do,Divorce - General & Miscellaneous|Divorce
1582432597,The Book of Sarahs:  A Family in Parts,Family|Racially Mixed People|Race Identity|Young Women|Race Relations
0715631810,The Ripper &amp; the Royals,Literary Collections
0385720092,More Bread or I'll Appear,Literary Collections|English|Irish|Scottish|Welsh
055312806X,Lagrange Five,Comics &amp; Graphic Novels|Graphic Novels
068487069X,"A Passion for Knitting : Step-by-Step Illustrated Techniques, Easy Contemporary Patterns, and Essential Resources for Becoming Part of the World of Knitting",Needlework & Fiber Arts
0877730431,Kundalini: The Evolutionary Energy in Man,Kuṇḍalinī|Hindus|Hindus--India--Biography
0778320898,The Prize,Pirates|Pirates--Fiction|History
0889740445,Ravensong: A Novel,"Indians of North America|Indians of North America--Northwest, Pacific--Fiction|Teenage girls|Teenage girls--Northwest, Pacific--Fiction|Sisters|Sisters--Northwest, Pacific--Fiction|Indians of North America--Fiction|Teenage girls--Fiction|Indian girls|Indian girls--Fiction|Sisters--Fiction|Fiction"
0684135051,Knitting Without Tears : Basic Techniques and Easy-to-Follow Directions for Garments to Fit All Sizes (Knitting Without Tears SL 466),Knitting|Sweaters
0399518118,Heloise: Household Hints for Singles,Home economics|Single people--Life skills guides
067162783X,The Pleasures of Reading in an Ideological Age,Literary Criticism|Books & Reading
0743219465,Bear v. Shark : The Novel,Aggressive behavior in animals|Aggressive behavior in animals--Fiction|Television broadcasting|Television broadcasting--Fiction|Violence on television|Violence on television--Fiction
0373631278,Hannah,Fiction|Romance
0517706997,The Least of These My Brethren: A Doctor's Story of Hope and Miracles on an Inner-City AIDS Ward,Medical|General
092110300X,Maggie and Me,Children's Fiction|General
0590428438,Marrying Off Mom,Remarriage
042511984X,The Face of Fear,Fiction|Horror
0394483863,Hard Scrabble: Observations on a Patch of Land,Country life|Country life--Texas--Somervell County
006108364X,Bridge to Yesterday,Fiction|Romance
051503746X,Weird Heroes Volume 1,Comics &amp; Graphic Novels|Graphic Novels
0670856223,Blood and chrysanthemums: A vampire novel,Fiction|Science Fiction
0316825336,Evening News: A Novel,Stepfamilies|Stepfamilies--Fiction|Accidents|Accidents--Fiction|Domestic fiction
033031405X,The Asking Price,Literary Collections|English|Irish|Scottish|Welsh
0061054380,The Making of Quantum Leap (Pioneer),Science Fiction Television Programs
1878067559,A Small Sacrifice: A Jane Lawless Mystery (Jane Lawless Mysteries (Hardcover)),"Lawless, Jane (Fictitious character)|Lawless, Jane (Fictitious character)--Fiction|Women detectives|Women detectives--Wisconsin--Fiction|Lesbians|Lesbians--Wisconsin--Fiction|Restaurateurs|Restaurateurs--Fiction|Lesbians--Fiction"
0679450408,Silent Witness,Trials (murder)|Fiction|Male Friendship
1585744069,The Run to Gitche Gumee: A Novel,Men|Men--Fiction|Friendship|Friendship--Fiction
0394709306,The Complete Grimm's Fairy Tales (Pantheon Fairy Tale and Folklore Library),"Fantasy fiction, Chinese--Translations into English|Fairy tales--Translations into English|Fairy tales--China--Translations into English"
0207143714,The World's Best Dirty Jokes (World's Best Jokes),Sports &amp; Recreation|General
014056649X,Madeline in London,Children's Fiction|Classics
0060544074,Divine Sarah : A Novel,Fiction|General
0740700065,I'D Scream Except I Look So Fabulous : A Cathy Collection,Humor|Comic Strips & Cartoons
080944724X,Decoying the Yanks: Jackson's Valley Campaign (Civil War),U.S. Civil War - Confederate Soldiers - Military Biography|Confederate States of America - General & Miscellaneous|United States Civil War - Individual Battles & Campaigns|Confederate States of Ameri
0571190766,Summer Things,Literary Collections
0226777103,History of Political Philosophy,Political science--History
0075574179,A History of the Modern World,History|Modern
0849944090,The aWAKE Project : Uniting against the African AIDS Crisis,Aids (disease)
1557507643,Tower of Secrets: A Real Life Spy Thriller,Intelligence Officers|Biography|Intelligence Service|Ciphers
3821808586,Manner: Eine Spezies Wird Besichtigt,Men|Men--Humor
1740590929,Lonely Planet Amsterdam (Lonely Planet Amsterdam),Travel|Europe
0195129644,The Faustian Bargain: The Art World of Nazi Germany,National Socialism And Art|Art And State|History|Art Treasures In War|Nazis|Art Collections|Art|Biography|Cultural Policy
0812550595,Berserker Kill,Fiction|Science Fiction
0385324073,Solo: Women Singer-Songwriters in Their Own Words,Women singers|Women composers|Popular music--History and criticism
0786866314,Relationship Rescue: A Seven Step Strategy for Reconnecting with Your Partner,Marital Psychotherapy
0345423844,A Perfect Crime,Fiction|Mystery & Detective
188332324X,Costa Rica Guide: Your Passport to Great Travel (6th ed),Literary Collections
0679729453,"The Path to Power (The Years of Lyndon Johnson, Volume 1)",Presidents|Presidents--United States--Biography|Politics and government
0840791992,It Happened at the Sunset Grille,Christian Fiction & Literature
034538038X,The Drylands,Comics &amp; Graphic Novels|Graphic Novels
8483026007,Pioneiros na corrente do golfo: A primeira emigraciÃ³n galega a MÃ©xico (1837-1936) (Universitaria),Galicians (Spain)--History|Spaniards--History|Immigrants--History|Emigration and immigration--History
084997562X,Todaysgirls.com #3: Tangled Web,Children's Fiction|Religious
068984154X,Hard Love,Teen Fiction
1575662493,Presumption of Guilt,Police Corruption|Fiction|Women Lawyers
0767911660,Duende : A Journey Into the Heart of Flamenco,Flamenco|Flamenco--Spain
0241141788,Any Human Heart,British|Art Dealers|Biographers|Novelists
1559638095,The Official Earth Day Guide to Planet Repair,Environmental protection|Earth Day
1569473307,Maisie Dobbs,"Dobbs, Maisie|Women private investigators|Women private investigators--England--London--Fiction|Dobbs, Maisie (Fictitious character)|Dobbs, Maisie (Fictitious character)--Fiction"
059029542X,The Case of the Ballet Bandit (New Adventures of Mary-Kate and Ashley),Literary Collections
0064635481,Poetry Handbook: A Dictionary of Terms,Literature|Literature--Terminology|Poetics|Poetry--History and criticism
081172123X,"Armed Forces guide to personal financial planning: Strategies for managing your budget, savings, insurance, taxes, and investments",Literary Collections
0895945460,Lovers: Stories by Women,Love--Literary collections|Fiction--Women authors|Poetry--Women authors
0806947241,The funniest joke book ever!,"American Wit And Humor|Wit And Humor, Juvenile|Jokes|Riddles"
0590424394,Party Line,Children's Fiction|General
0393006530,"The Classical Style: Haydn, Mozart, Beethoven (Norton Library, N653)",Classicism in music|Music--History and criticism
0525938362,What I Lived for,City and town life|City and town life--New York (State)--Fiction|Men--Psychology|Men--New York (State)--Psychology--Fiction|Real estate developers|Real estate developers--Fiction|City and town life--Fiction|Men|Men--New York (State)--Fiction
0679431950,Aftermath: The Remnants of War,Alumni and alumnae--AuthorshipNew Trier High School|War|War--Psychological aspects|War and society
044020254X,The Empty House,Fiction|General
0060564539,Thank You for the Music : Stories,Music
043915426X,Splashdown in Cerulean City (Pokemon Chapter Books #7),Children's Fiction|General
0345303032,Follow the Leader,Literary Collections
0671702491,A Dog Is Listening: The Way Some of Our Closest Friends View Us,Medical|Neurology
2262005117,L'histoire ignorÃ©e de la Marine franÃ§aise (Collection PassÃ© simple),HistoryFrance. Marine|Navies--History
2070301036,Drole de bazar,Fiction
0848714962,The Jenny Craig Cookbook: Cutting Through the Fat,Reducing diets|Reducing diets--Recipes|Low-fat diet|Low-fat diet--Recipes
3462019279,"Der Sturz des DÃ¤dalus, oder, Eizes fÃ¼r die Eingeborenen der Fidschi-Inseln Ã¼ber den IM Judas Ischariot und den Kuddelmuddel in Deutschland seit dem Golfkrieg (KiWi)",
0870449559,Pop-Up: Animal Acrobats,Animals - General & Miscellaneous|Toys|Dolls & Puppets
0679412727,"Dream Reaper: The Story of an Old-Fashioned Inventor in the High-Tech, High-Stakes World of Modern Agriculture (Sloan Technology Series)",Harvesting machinery--History|Harvesting machinery--United States--History|Agriculture--History|Agriculture--United States--History
0471025720,Getting Started in Stocks (The Getting Started in Series),Business &amp; Economics|Investments & Securities
2253047422,Le Pigeon,Literary Collections
039482668X,500 Words to Grow On,Reference - Dictionaries
0684196263,No Laughing Matter,Fiction|General
0156003295,The Black Book,
0679413138,"World at Night, The",Motion picture producers and directors|Motion picture producers and directors--France--Paris--Fiction|Man-woman relationships|Man-woman relationships--France--Paris--Fiction|Motion picture producers and directors--Fiction|History
0873525639,Professions of Desire: Lesbian and Gay Studies in Literature,"Gays' Writings, American|Study And Teaching|Gays|Intellectual Life|Homosexuality And Literature|Gays' Writings|History And Criticism|Theory, Etc|Gays' Writings, English|American Literature|English Literature|Gay And Lesbian Studies|Lesbians In Literature|Gay Men In Literature|Canon (literature)"
0471154962,Advanced Engineering Mathematics,Engineering mathematics|Mathematical physics
0345417054,"Wit'ch Fire (The Banned and the Banished, Book 1)",Comics &amp; Graphic Novels|Graphic Novels
0060809612,If You Could See What I Hear,Blind Musicians|Biography
0060132736,Greek Cooking,"Cooking, Greek"
034530277X,The Red Planet,Fiction|Science Fiction
0873226550,Travel Fitness,Travel|Health Aspects
156836248X,Generous Strangers and Other Moments from My Life,Religion|Inspirational
082175825X,A Dangerous Arrangement (Zebra Regency Romance),Literary Collections
0811824152,Dancing With Cats,Dance|Cats--Behavior|Human-animal relationships
0515130990,Beyond Innocence,
0345422805,Team Rodent : How Disney Devours the World,Walt Disney Company.
0312272588,Second Chance,Mothers|Death|Single Women|Actresses|Adultery|Cousins
0816725020,Squanto: A Warrior's Tale (Novelization),Wampanoag Indians|Indians Of North America|Pilgrims (new Plymouth Colony)
086571312X,Our Ecological Footprint: Reducing Human Impact on the Earth (New Catalyst Bioregional Series),Nature|Ecology
0385135548,Hanta Yo,Dakota Indians|Dakota Indians--Fiction
0385055498,The Silent Language,Intercultural communication
0553493639,"The Dark Room (The Blair Witch Files, Case File 2)",Teen Fiction
0671760920,The FAT BOY MURDERS,"Lewis, Wyn (fictitious Character)|Fiction|Women Real Estate Agents"
068484012X,Scherzo,Literary Collections
0674002733,White Teacher (with a New Preface),African Americans--Education (Elementary)|Kindergarten|Kindergarten--United States|Classroom management|Classroom management--United States
0553573993,A Grave Talent,Women painters|Women painters--Fiction|Policewomen|Policewomen--Fiction|Female offenders|Female offenders--Fiction
0764503634,Creating Web Pages for Dummies Quick Reference,Web Sites|Design|Web Publishing
0399150439,Naked Prey,"Davenport, Lucas|Davenport, Lucas (Fictitious character)|Davenport, Lucas (Fictitious character)--Fiction|Private investigators|Private investigators--Minnesota--Minneapolis--Fiction"
080376734X,One Frog Too Many,Literary Collections
188891419X,Beanie Babies Spring 1998 Collector's Value Guide,Literary Collections
006092635X,Blue Rodeo,Fiction|Fiction Subjects
0805048987,Media Unlimited: How the Torrent of Images and Sounds Overwhelms Our Lives,Mass media
3860994565,Bittere Jugend: Ein Roman von Verfolgung und Ã?berleben im Nationalsozialismus (Literarisches Programm),Jews|Fiction|History
0070531811,Chaplin: His Life and Art,Biographies &amp; Autobiographies|General
0380804700,Partner in Crime,"Brady, Joanna (Fictitious character)|Brady, Joanna (Fictitious character)--Fiction|Beaumont, J. P. (Fictitious character)|Beaumont, J. P. (Fictitious character)--Fiction|Police|Police--Washington (State)--Seattle--Fiction|Policewomen|Policewomen--Fiction|Sheriffs|Sheriffs--Fiction"
0670899844,Thinks,College teachers|College teachers--Fiction
0671568132,The Way of the Warrior (Star Trek Deep Space Nine),Comics &amp; Graphic Novels|Graphic Novels
086020653X,Young Naturalist (Hobby Guides (Usborne Paperback)),Natural History - General & Miscellaneous|Natural Literature & History
075820681X,Sugar Cookie Murder,Fiction|Mystery & Detective
1570629641,The Art of Peace (Shambhala Classics),Aikido--Philosophy|Conflict management
0226500446,The Prince,Political Science|Political Ethics
037376331X,Virgin And The Vengeful Groom (The Passionate Powers) (Silhouette Desire),Fiction|Romance
0688039693,Leadership and the One Minute Manager : Increasing Effectiveness Through Situational Leadership,Management|Leadership
013011264X,Object-Oriented Software Design and Construction With Java: Web Enhanced,Network Programming|Object-Oriented Programming|Java
067960166X,"The Basic Writings of Sigmund Freud (Psychopathology of Everyday Life, the Interpretation of Dreams, and Three Contributions To the Theory of Sex)",Psychoanalytical Psychology
